ID,ID_przejazdu,Data,Godzina,Miejsce,Typ,Odchyl_od_poprawnej_wartosci
657,322,2001-01-20 00:00:01,20:24,999,Niedostosowanie sie do znaku nakazu/zakazu,1
658,742,2001-04-07 00:00:01,04:36,698,Przekroczenie predkosci,40
659,713,2001-04-19 00:00:01,21:44,680,Niedostosowanie sie do znaku nakazu/zakazu,1
660,634,2001-03-06 00:00:01,13:02,431,Jazda na zbyt wysokich obrotach,2000
661,953,2001-04-23 00:00:01,10:58,638,Niedostosowanie sie do znaku nakazu/zakazu,1
662,263,2001-05-21 00:00:01,09:21,819,Nieprzepisowa zmiana pasa ruchu,1
663,994,2001-03-14 00:00:01,22:44,129,Niedostosowanie sie do znaku nakazu/zakazu,1
664,344,2001-04-16 00:00:01,07:20,616,Gwaltowne hamowanie,1
665,246,2001-04-05 00:00:01,12:53,302,Parking w niedozwolonym miejscu,1
666,437,2001-02-09 00:00:01,00:13,60,Przekroczenie predkosci,10
667,725,2001-05-19 00:00:01,09:00,229,Nieprzepisowa zmiana pasa ruchu,1
668,92,2001-05-31 00:00:01,13:35,645,Przekroczenie predkosci,10
669,356,2001-03-14 00:00:01,22:28,96,Jazda na zbyt wysokich obrotach,1000
670,473,2001-01-27 00:00:01,02:21,240,Parking w niedozwolonym miejscu,1
671,931,2001-03-10 00:00:01,23:18,923,Parking w niedozwolonym miejscu,1
672,943,2001-01-27 00:00:01,07:00,548,Gwaltowne hamowanie,1
673,449,2001-02-12 00:00:01,03:03,70,Nieprzepisowa zmiana pasa ruchu,1
674,922,2001-02-10 00:00:01,19:58,237,Przekroczenie predkosci,30
675,270,2001-01-11 00:00:01,13:07,806,Parking w niedozwolonym miejscu,1
676,254,2001-02-23 00:00:01,01:41,100,Gwaltowne hamowanie,1
677,46,2001-04-04 00:00:01,10:20,169,Niedostosowanie sie do znaku nakazu/zakazu,1
678,294,2001-03-11 00:00:01,16:22,524,Jazda na zbyt wysokich obrotach,1500
679,468,2001-04-02 00:00:01,06:31,579,Parking w niedozwolonym miejscu,1
680,268,2001-05-09 00:00:01,05:27,787,Przekroczenie predkosci,50
681,386,2001-04-10 00:00:01,23:49,230,Gwaltowne hamowanie,1
682,284,2001-02-18 00:00:01,22:25,687,Gwaltowne hamowanie,1
683,13,2001-01-11 00:00:01,23:08,83,Przekroczenie predkosci,40
684,364,2001-05-05 00:00:01,07:34,485,Parking w niedozwolonym miejscu,1
685,757,2001-01-17 00:00:01,21:40,621,Gwaltowne hamowanie,1
686,986,2001-03-08 00:00:01,03:51,332,Przekroczenie predkosci,40
687,460,2001-01-07 00:00:01,06:24,11,Przekroczenie predkosci,40
688,820,2001-02-18 00:00:01,02:02,277,Parking w niedozwolonym miejscu,1
689,181,2001-06-02 00:00:01,21:10,30,Nieprzepisowa zmiana pasa ruchu,1
690,244,2001-02-01 00:00:01,01:33,841,Gwaltowne hamowanie,1
691,401,2001-04-12 00:00:01,18:58,137,Niedostosowanie sie do znaku nakazu/zakazu,1
692,647,2001-05-17 00:00:01,13:56,640,Nieprzepisowa zmiana pasa ruchu,1
693,606,2001-03-22 00:00:01,10:14,955,Przekroczenie predkosci,30
694,613,2001-02-11 00:00:01,11:18,316,Jazda na zbyt wysokich obrotach,3000
695,391,2001-06-06 00:00:01,20:56,848,Niedostosowanie sie do znaku nakazu/zakazu,1
696,974,2001-04-15 00:00:01,18:54,114,Nieprzepisowa zmiana pasa ruchu,1
697,715,2001-02-12 00:00:01,18:48,52,Gwaltowne hamowanie,1
698,758,2001-01-24 00:00:01,10:20,890,Parking w niedozwolonym miejscu,1
699,455,2001-03-07 00:00:01,05:56,860,Niedostosowanie sie do znaku nakazu/zakazu,1
700,608,2001-03-05 00:00:01,00:10,124,Gwaltowne hamowanie,1
701,698,2001-01-12 00:00:01,03:38,119,Gwaltowne hamowanie,1
702,135,2001-02-13 00:00:01,01:55,796,Nieprzepisowa zmiana pasa ruchu,1
703,54,2001-03-10 00:00:01,07:15,935,Gwaltowne hamowanie,1
704,115,2001-02-12 00:00:01,09:42,211,Jazda na zbyt wysokich obrotach,2500
705,151,2001-06-03 00:00:01,11:28,96,Parking w niedozwolonym miejscu,1
706,767,2001-04-23 00:00:01,14:01,334,Gwaltowne hamowanie,1
707,392,2001-01-07 00:00:01,13:22,36,Niedostosowanie sie do znaku nakazu/zakazu,1
708,964,2001-03-18 00:00:01,16:55,220,Niedostosowanie sie do znaku nakazu/zakazu,1
709,603,2001-03-14 00:00:01,14:31,986,Parking w niedozwolonym miejscu,1
710,848,2001-02-17 00:00:01,03:50,260,Niedostosowanie sie do znaku nakazu/zakazu,1
711,182,2001-03-14 00:00:01,19:30,793,Niedostosowanie sie do znaku nakazu/zakazu,1
712,252,2001-03-28 00:00:01,03:58,566,Przekroczenie predkosci,10
713,89,2001-03-18 00:00:01,18:07,943,Jazda na zbyt wysokich obrotach,2500
714,784,2001-03-12 00:00:01,12:51,519,Przekroczenie predkosci,50
715,308,2001-02-26 00:00:01,17:35,869,Parking w niedozwolonym miejscu,1
716,504,2001-02-05 00:00:01,07:10,450,Przekroczenie predkosci,30
717,665,2001-03-27 00:00:01,10:20,505,Przekroczenie predkosci,50
718,755,2001-05-09 00:00:01,22:31,199,Gwaltowne hamowanie,1
719,403,2001-05-23 00:00:01,21:27,598,Jazda na zbyt wysokich obrotach,3000
720,899,2001-03-19 00:00:01,15:22,143,Gwaltowne hamowanie,1
721,522,2001-05-25 00:00:01,19:34,383,Jazda na zbyt wysokich obrotach,1000
722,611,2001-02-12 00:00:01,18:04,803,Przekroczenie predkosci,50
723,923,2001-05-23 00:00:01,06:14,212,Niedostosowanie sie do znaku nakazu/zakazu,1
724,998,2001-01-09 00:00:01,06:18,361,Jazda na zbyt wysokich obrotach,3000
725,521,2001-03-28 00:00:01,16:15,37,Przekroczenie predkosci,10
726,749,2001-04-28 00:00:01,11:23,313,Jazda na zbyt wysokich obrotach,3000
727,149,2001-03-14 00:00:01,02:33,158,Jazda na zbyt wysokich obrotach,3000
728,938,2001-03-28 00:00:01,09:20,626,Nieprzepisowa zmiana pasa ruchu,1
729,61,2001-05-29 00:00:01,23:23,314,Nieprzepisowa zmiana pasa ruchu,1
730,24,2001-04-06 00:00:01,06:03,347,Przekroczenie predkosci,40
731,558,2001-03-07 00:00:01,15:14,628,Niedostosowanie sie do znaku nakazu/zakazu,1
732,289,2001-02-11 00:00:01,04:46,692,Niedostosowanie sie do znaku nakazu/zakazu,1
733,146,2001-03-15 00:00:01,11:10,400,Jazda na zbyt wysokich obrotach,2000
734,70,2001-02-04 00:00:01,03:52,128,Gwaltowne hamowanie,1
735,368,2001-05-07 00:00:01,13:48,43,Niedostosowanie sie do znaku nakazu/zakazu,1
736,106,2001-01-19 00:00:01,12:20,994,Niedostosowanie sie do znaku nakazu/zakazu,1
737,278,2001-01-12 00:00:01,20:55,461,Parking w niedozwolonym miejscu,1
738,911,2001-05-26 00:00:01,01:49,209,Niedostosowanie sie do znaku nakazu/zakazu,1
739,761,2001-01-22 00:00:01,18:59,160,Nieprzepisowa zmiana pasa ruchu,1
740,770,2001-04-18 00:00:01,04:13,296,Nieprzepisowa zmiana pasa ruchu,1
741,488,2001-04-21 00:00:01,21:03,425,Jazda na zbyt wysokich obrotach,3000
742,113,2001-04-11 00:00:01,05:15,579,Parking w niedozwolonym miejscu,1
743,385,2001-01-01 00:00:01,23:30,815,Nieprzepisowa zmiana pasa ruchu,1
744,376,2001-05-17 00:00:01,11:24,270,Jazda na zbyt wysokich obrotach,1500
745,675,2001-05-02 00:00:01,13:46,678,Nieprzepisowa zmiana pasa ruchu,1
746,435,2001-01-21 00:00:01,17:52,726,Gwaltowne hamowanie,1
747,836,2001-02-26 00:00:01,17:27,951,Nieprzepisowa zmiana pasa ruchu,1
748,29,2001-01-12 00:00:01,01:39,998,Przekroczenie predkosci,10
749,380,2001-05-30 00:00:01,17:31,601,Gwaltowne hamowanie,1
750,37,2001-06-04 00:00:01,05:54,110,Gwaltowne hamowanie,1
751,55,2001-02-26 00:00:01,10:34,516,Nieprzepisowa zmiana pasa ruchu,1
752,546,2001-01-13 00:00:01,04:13,476,Przekroczenie predkosci,10
753,928,2001-05-26 00:00:01,01:38,954,Niedostosowanie sie do znaku nakazu/zakazu,1
754,674,2001-05-12 00:00:01,14:20,847,Parking w niedozwolonym miejscu,1
755,422,2001-02-18 00:00:01,12:24,147,Parking w niedozwolonym miejscu,1
756,136,2001-03-05 00:00:01,05:38,460,Jazda na zbyt wysokich obrotach,2500
757,201,2001-02-20 00:00:01,15:03,689,Przekroczenie predkosci,30
758,403,2001-01-19 00:00:01,08:25,260,Nieprzepisowa zmiana pasa ruchu,1
759,385,2001-03-26 00:00:01,05:49,833,Nieprzepisowa zmiana pasa ruchu,1
760,338,2001-04-09 00:00:01,09:15,934,Niedostosowanie sie do znaku nakazu/zakazu,1
761,288,2001-03-14 00:00:01,18:52,237,Gwaltowne hamowanie,1
762,434,2001-05-18 00:00:01,23:28,285,Gwaltowne hamowanie,1
763,800,2001-05-18 00:00:01,15:41,437,Przekroczenie predkosci,40
764,594,2001-01-11 00:00:01,19:04,520,Przekroczenie predkosci,30
765,341,2001-03-06 00:00:01,11:40,935,Gwaltowne hamowanie,1
766,190,2001-02-26 00:00:01,14:45,482,Gwaltowne hamowanie,1
767,358,2001-04-24 00:00:01,11:00,742,Nieprzepisowa zmiana pasa ruchu,1
768,5,2001-02-22 00:00:01,20:11,276,Jazda na zbyt wysokich obrotach,1000
769,936,2001-05-19 00:00:01,17:36,41,Parking w niedozwolonym miejscu,1
770,1,2001-04-22 00:00:01,02:03,168,Nieprzepisowa zmiana pasa ruchu,1
771,298,2001-02-02 00:00:01,10:03,711,Jazda na zbyt wysokich obrotach,1500
772,814,2001-04-22 00:00:01,20:21,349,Niedostosowanie sie do znaku nakazu/zakazu,1
773,809,2001-01-07 00:00:01,15:46,934,Niedostosowanie sie do znaku nakazu/zakazu,1
774,215,2001-01-31 00:00:01,21:15,66,Nieprzepisowa zmiana pasa ruchu,1
775,343,2001-03-28 00:00:01,03:14,50,Nieprzepisowa zmiana pasa ruchu,1
776,477,2001-03-31 00:00:01,20:26,331,Przekroczenie predkosci,20
777,463,2001-05-07 00:00:01,16:00,993,Gwaltowne hamowanie,1
778,627,2001-05-18 00:00:01,00:08,91,Przekroczenie predkosci,10
779,52,2001-03-17 00:00:01,04:58,577,Jazda na zbyt wysokich obrotach,1000
780,317,2001-05-05 00:00:01,22:21,643,Gwaltowne hamowanie,1
781,524,2001-03-13 00:00:01,14:04,108,Parking w niedozwolonym miejscu,1
782,462,2001-01-02 00:00:01,20:51,237,Nieprzepisowa zmiana pasa ruchu,1
783,173,2001-04-22 00:00:01,07:39,863,Przekroczenie predkosci,30
784,354,2001-04-13 00:00:01,04:57,176,Niedostosowanie sie do znaku nakazu/zakazu,1
785,966,2001-04-02 00:00:01,19:58,256,Parking w niedozwolonym miejscu,1
786,568,2001-05-15 00:00:01,11:04,178,Nieprzepisowa zmiana pasa ruchu,1
787,180,2001-05-22 00:00:01,19:49,423,Nieprzepisowa zmiana pasa ruchu,1
788,445,2001-02-16 00:00:01,21:37,53,Parking w niedozwolonym miejscu,1
789,708,2001-02-06 00:00:01,06:27,298,Gwaltowne hamowanie,1
790,167,2001-03-14 00:00:01,08:21,397,Niedostosowanie sie do znaku nakazu/zakazu,1
791,329,2001-01-27 00:00:01,16:20,414,Przekroczenie predkosci,50
792,995,2001-01-20 00:00:01,16:43,87,Gwaltowne hamowanie,1
793,213,2001-06-06 00:00:01,19:12,737,Nieprzepisowa zmiana pasa ruchu,1
794,549,2001-01-22 00:00:01,11:30,444,Niedostosowanie sie do znaku nakazu/zakazu,1
795,664,2001-01-01 00:00:01,15:25,453,Nieprzepisowa zmiana pasa ruchu,1
796,235,2001-01-05 00:00:01,08:02,621,Gwaltowne hamowanie,1
797,81,2001-05-18 00:00:01,16:41,840,Nieprzepisowa zmiana pasa ruchu,1
798,433,2001-04-25 00:00:01,01:08,282,Parking w niedozwolonym miejscu,1
799,378,2001-02-14 00:00:01,09:10,74,Niedostosowanie sie do znaku nakazu/zakazu,1
800,489,2001-05-29 00:00:01,08:30,268,Parking w niedozwolonym miejscu,1
801,796,2001-05-26 00:00:01,20:53,525,Jazda na zbyt wysokich obrotach,3000
802,549,2001-04-30 00:00:01,16:47,603,Nieprzepisowa zmiana pasa ruchu,1
803,409,2001-04-01 00:00:01,03:09,187,Przekroczenie predkosci,20
804,691,2001-04-09 00:00:01,11:38,111,Przekroczenie predkosci,50
805,569,2001-04-17 00:00:01,13:41,749,Nieprzepisowa zmiana pasa ruchu,1
806,31,2001-02-13 00:00:01,03:21,852,Przekroczenie predkosci,20
807,395,2001-03-18 00:00:01,02:48,208,Przekroczenie predkosci,30
808,4,2001-03-30 00:00:01,06:04,365,Przekroczenie predkosci,50
809,482,2001-01-19 00:00:01,23:13,219,Jazda na zbyt wysokich obrotach,3000
810,885,2001-04-12 00:00:01,06:21,842,Niedostosowanie sie do znaku nakazu/zakazu,1
811,127,2001-04-30 00:00:01,10:42,688,Nieprzepisowa zmiana pasa ruchu,1
812,788,2001-01-25 00:00:01,03:40,150,Jazda na zbyt wysokich obrotach,3000
813,140,2001-05-17 00:00:01,13:20,620,Nieprzepisowa zmiana pasa ruchu,1
814,848,2001-06-04 00:00:01,02:36,963,Niedostosowanie sie do znaku nakazu/zakazu,1
815,764,2001-04-26 00:00:01,03:53,619,Nieprzepisowa zmiana pasa ruchu,1
816,499,2001-05-25 00:00:01,22:12,142,Jazda na zbyt wysokich obrotach,2000
817,332,2001-04-30 00:00:01,17:22,162,Parking w niedozwolonym miejscu,1
818,453,2001-04-17 00:00:01,19:34,823,Jazda na zbyt wysokich obrotach,3000
819,667,2001-02-17 00:00:01,08:25,968,Niedostosowanie sie do znaku nakazu/zakazu,1
820,896,2001-02-10 00:00:01,09:42,52,Niedostosowanie sie do znaku nakazu/zakazu,1
821,343,2001-04-22 00:00:01,17:13,659,Niedostosowanie sie do znaku nakazu/zakazu,1
822,902,2001-06-01 00:00:01,08:01,24,Niedostosowanie sie do znaku nakazu/zakazu,1
823,925,2001-01-11 00:00:01,17:27,493,Gwaltowne hamowanie,1
824,761,2001-03-07 00:00:01,20:01,260,Przekroczenie predkosci,50
825,714,2001-01-20 00:00:01,18:56,453,Nieprzepisowa zmiana pasa ruchu,1
826,233,2001-03-15 00:00:01,00:31,857,Parking w niedozwolonym miejscu,1
827,232,2001-05-28 00:00:01,12:56,259,Przekroczenie predkosci,10
828,391,2001-01-23 00:00:01,21:54,559,Przekroczenie predkosci,20
829,453,2001-03-27 00:00:01,18:58,987,Nieprzepisowa zmiana pasa ruchu,1
830,910,2001-04-17 00:00:01,03:29,250,Jazda na zbyt wysokich obrotach,1000
831,438,2001-03-20 00:00:01,17:34,364,Parking w niedozwolonym miejscu,1
832,665,2001-01-30 00:00:01,01:11,193,Parking w niedozwolonym miejscu,1
833,38,2001-05-08 00:00:01,00:29,367,Parking w niedozwolonym miejscu,1
834,302,2001-02-18 00:00:01,03:04,23,Jazda na zbyt wysokich obrotach,2000
835,674,2001-03-26 00:00:01,07:04,111,Przekroczenie predkosci,50
836,664,2001-01-21 00:00:01,20:33,536,Parking w niedozwolonym miejscu,1
837,354,2001-05-22 00:00:01,23:36,748,Nieprzepisowa zmiana pasa ruchu,1
838,144,2001-04-26 00:00:01,21:52,43,Gwaltowne hamowanie,1
839,43,2001-05-13 00:00:01,08:48,365,Parking w niedozwolonym miejscu,1
840,569,2001-05-23 00:00:01,14:44,870,Niedostosowanie sie do znaku nakazu/zakazu,1
841,816,2001-04-22 00:00:01,00:42,834,Przekroczenie predkosci,30
842,834,2001-01-01 00:00:01,09:17,690,Przekroczenie predkosci,10
843,172,2001-05-05 00:00:01,07:55,846,Nieprzepisowa zmiana pasa ruchu,1
844,559,2001-05-31 00:00:01,23:41,783,Niedostosowanie sie do znaku nakazu/zakazu,1
845,6,2001-04-09 00:00:01,00:09,958,Gwaltowne hamowanie,1
846,314,2001-05-08 00:00:01,17:12,845,Jazda na zbyt wysokich obrotach,1000
847,214,2001-05-08 00:00:01,02:24,833,Nieprzepisowa zmiana pasa ruchu,1
848,203,2001-02-05 00:00:01,06:19,988,Jazda na zbyt wysokich obrotach,2000
849,171,2001-03-26 00:00:01,00:31,317,Parking w niedozwolonym miejscu,1
850,439,2001-04-22 00:00:01,05:27,827,Gwaltowne hamowanie,1
851,176,2001-06-03 00:00:01,23:16,603,Gwaltowne hamowanie,1
852,525,2001-01-22 00:00:01,19:32,939,Niedostosowanie sie do znaku nakazu/zakazu,1
853,4,2001-01-19 00:00:01,11:23,112,Gwaltowne hamowanie,1
854,148,2001-01-30 00:00:01,18:22,363,Przekroczenie predkosci,50
855,536,2001-02-25 00:00:01,20:19,505,Niedostosowanie sie do znaku nakazu/zakazu,1
856,663,2001-01-20 00:00:01,01:11,882,Nieprzepisowa zmiana pasa ruchu,1
857,244,2001-03-11 00:00:01,05:57,1,Gwaltowne hamowanie,1
858,200,2001-06-01 00:00:01,08:49,716,Niedostosowanie sie do znaku nakazu/zakazu,1
859,695,2001-02-23 00:00:01,20:23,648,Parking w niedozwolonym miejscu,1
860,888,2001-02-11 00:00:01,04:33,522,Parking w niedozwolonym miejscu,1
861,509,2001-03-06 00:00:01,10:27,761,Nieprzepisowa zmiana pasa ruchu,1
862,900,2001-04-25 00:00:01,07:12,450,Przekroczenie predkosci,20
863,545,2001-01-17 00:00:01,23:16,942,Jazda na zbyt wysokich obrotach,2500
864,424,2001-04-10 00:00:01,04:53,902,Jazda na zbyt wysokich obrotach,1500
865,234,2001-03-13 00:00:01,08:49,695,Niedostosowanie sie do znaku nakazu/zakazu,1
866,636,2001-04-12 00:00:01,10:05,123,Gwaltowne hamowanie,1
867,582,2001-02-25 00:00:01,20:12,739,Parking w niedozwolonym miejscu,1
868,591,2001-05-10 00:00:01,03:13,262,Parking w niedozwolonym miejscu,1
869,538,2001-06-02 00:00:01,20:29,795,Nieprzepisowa zmiana pasa ruchu,1
870,861,2001-05-28 00:00:01,17:50,663,Niedostosowanie sie do znaku nakazu/zakazu,1
871,564,2001-04-29 00:00:01,12:09,508,Przekroczenie predkosci,40
872,346,2001-01-23 00:00:01,17:16,921,Parking w niedozwolonym miejscu,1
873,767,2001-03-10 00:00:01,06:25,804,Parking w niedozwolonym miejscu,1
874,856,2001-03-26 00:00:01,11:41,356,Jazda na zbyt wysokich obrotach,3000
875,727,2001-03-10 00:00:01,11:03,713,Nieprzepisowa zmiana pasa ruchu,1
876,276,2001-06-04 00:00:01,15:27,271,Nieprzepisowa zmiana pasa ruchu,1
877,176,2001-02-10 00:00:01,17:06,53,Niedostosowanie sie do znaku nakazu/zakazu,1
878,409,2001-03-26 00:00:01,14:35,971,Jazda na zbyt wysokich obrotach,2500
879,232,2001-03-21 00:00:01,08:43,189,Parking w niedozwolonym miejscu,1
880,665,2001-05-09 00:00:01,19:50,172,Niedostosowanie sie do znaku nakazu/zakazu,1
881,5,2001-03-17 00:00:01,09:20,861,Jazda na zbyt wysokich obrotach,1500
882,768,2001-03-01 00:00:01,18:37,193,Przekroczenie predkosci,20
883,186,2001-01-13 00:00:01,05:42,165,Niedostosowanie sie do znaku nakazu/zakazu,1
884,14,2001-04-23 00:00:01,16:57,315,Parking w niedozwolonym miejscu,1
885,690,2001-05-06 00:00:01,22:39,651,Przekroczenie predkosci,20
886,79,2001-04-17 00:00:01,03:48,91,Gwaltowne hamowanie,1
887,279,2001-01-30 00:00:01,08:34,317,Przekroczenie predkosci,50
888,959,2001-05-08 00:00:01,03:55,709,Nieprzepisowa zmiana pasa ruchu,1
889,631,2001-02-22 00:00:01,08:20,150,Niedostosowanie sie do znaku nakazu/zakazu,1
890,780,2001-02-26 00:00:01,02:14,175,Gwaltowne hamowanie,1
891,745,2001-05-01 00:00:01,05:18,156,Parking w niedozwolonym miejscu,1
892,693,2001-03-07 00:00:01,18:21,170,Gwaltowne hamowanie,1
893,30,2001-02-24 00:00:01,20:44,683,Gwaltowne hamowanie,1
894,193,2001-02-26 00:00:01,04:26,973,Niedostosowanie sie do znaku nakazu/zakazu,1
895,306,2001-01-27 00:00:01,00:30,734,Jazda na zbyt wysokich obrotach,3000
896,351,2001-04-28 00:00:01,11:59,11,Nieprzepisowa zmiana pasa ruchu,1
897,172,2001-04-21 00:00:01,21:59,844,Przekroczenie predkosci,20
898,288,2001-05-08 00:00:01,05:41,453,Niedostosowanie sie do znaku nakazu/zakazu,1
899,105,2001-01-04 00:00:01,08:22,139,Przekroczenie predkosci,50
900,120,2001-05-28 00:00:01,00:10,195,Przekroczenie predkosci,30
901,983,2001-03-03 00:00:01,03:22,807,Nieprzepisowa zmiana pasa ruchu,1
902,155,2001-03-03 00:00:01,11:31,619,Parking w niedozwolonym miejscu,1
903,504,2001-05-31 00:00:01,02:45,472,Gwaltowne hamowanie,1
904,810,2001-01-01 00:00:01,18:17,611,Niedostosowanie sie do znaku nakazu/zakazu,1
905,20,2001-01-01 00:00:01,08:53,157,Gwaltowne hamowanie,1
906,390,2001-01-08 00:00:01,10:04,103,Gwaltowne hamowanie,1
907,121,2001-03-21 00:00:01,19:06,344,Niedostosowanie sie do znaku nakazu/zakazu,1
908,56,2001-03-06 00:00:01,15:26,87,Jazda na zbyt wysokich obrotach,2500
909,408,2001-05-16 00:00:01,03:57,84,Parking w niedozwolonym miejscu,1
910,375,2001-03-13 00:00:01,16:33,257,Parking w niedozwolonym miejscu,1
911,175,2001-05-19 00:00:01,17:45,81,Gwaltowne hamowanie,1
912,33,2001-04-11 00:00:01,21:53,346,Przekroczenie predkosci,10
913,416,2001-02-27 00:00:01,03:15,813,Przekroczenie predkosci,50
914,92,2001-05-08 00:00:01,00:30,939,Niedostosowanie sie do znaku nakazu/zakazu,1
915,531,2001-01-16 00:00:01,12:34,33,Gwaltowne hamowanie,1
916,425,2001-06-03 00:00:01,22:24,634,Przekroczenie predkosci,30
917,21,2001-03-14 00:00:01,18:51,166,Gwaltowne hamowanie,1
918,336,2001-03-07 00:00:01,12:04,21,Niedostosowanie sie do znaku nakazu/zakazu,1
919,489,2001-04-29 00:00:01,14:44,416,Przekroczenie predkosci,30
920,701,2001-05-25 00:00:01,09:53,576,Niedostosowanie sie do znaku nakazu/zakazu,1
921,631,2001-01-24 00:00:01,03:06,817,Przekroczenie predkosci,10
922,972,2001-05-07 00:00:01,23:11,714,Parking w niedozwolonym miejscu,1
923,990,2001-01-01 00:00:01,18:14,842,Jazda na zbyt wysokich obrotach,2000
924,812,2001-02-07 00:00:01,23:27,267,Niedostosowanie sie do znaku nakazu/zakazu,1
925,840,2001-02-26 00:00:01,21:25,762,Jazda na zbyt wysokich obrotach,2000
926,241,2001-01-03 00:00:01,18:05,176,Przekroczenie predkosci,30
927,58,2001-05-25 00:00:01,06:33,76,Nieprzepisowa zmiana pasa ruchu,1
928,318,2001-05-03 00:00:01,18:32,266,Jazda na zbyt wysokich obrotach,2000
929,43,2001-05-15 00:00:01,02:51,425,Parking w niedozwolonym miejscu,1
930,941,2001-02-04 00:00:01,05:10,861,Niedostosowanie sie do znaku nakazu/zakazu,1
931,264,2001-02-28 00:00:01,19:11,149,Parking w niedozwolonym miejscu,1
932,790,2001-02-22 00:00:01,07:52,224,Gwaltowne hamowanie,1
933,193,2001-01-01 00:00:01,11:44,500,Nieprzepisowa zmiana pasa ruchu,1
934,884,2001-03-03 00:00:01,02:23,564,Parking w niedozwolonym miejscu,1
935,5,2001-01-14 00:00:01,13:46,860,Gwaltowne hamowanie,1
936,518,2001-06-01 00:00:01,12:54,66,Nieprzepisowa zmiana pasa ruchu,1
937,752,2001-02-02 00:00:01,16:10,826,Niedostosowanie sie do znaku nakazu/zakazu,1
938,925,2001-03-19 00:00:01,04:56,200,Gwaltowne hamowanie,1
939,521,2001-05-06 00:00:01,19:34,417,Jazda na zbyt wysokich obrotach,1500
940,401,2001-04-28 00:00:01,17:38,802,Gwaltowne hamowanie,1
941,656,2001-04-20 00:00:01,07:14,846,Przekroczenie predkosci,20
942,844,2001-02-12 00:00:01,08:12,800,Gwaltowne hamowanie,1
943,64,2001-03-01 00:00:01,09:17,603,Parking w niedozwolonym miejscu,1
944,755,2001-05-28 00:00:01,08:06,35,Przekroczenie predkosci,30
945,351,2001-03-03 00:00:01,02:15,902,Jazda na zbyt wysokich obrotach,1000
946,319,2001-01-09 00:00:01,08:28,324,Jazda na zbyt wysokich obrotach,1500
947,638,2001-05-12 00:00:01,08:24,15,Przekroczenie predkosci,30
948,819,2001-04-28 00:00:01,01:11,807,Gwaltowne hamowanie,1
949,707,2001-02-11 00:00:01,11:58,761,Przekroczenie predkosci,40
950,469,2001-02-09 00:00:01,08:21,15,Parking w niedozwolonym miejscu,1
951,260,2001-03-31 00:00:01,05:47,503,Jazda na zbyt wysokich obrotach,3000
952,240,2001-02-13 00:00:01,11:51,659,Jazda na zbyt wysokich obrotach,3000
953,312,2001-01-12 00:00:01,19:19,612,Przekroczenie predkosci,10
954,288,2001-01-15 00:00:01,06:22,798,Niedostosowanie sie do znaku nakazu/zakazu,1
955,413,2001-04-24 00:00:01,02:47,61,Gwaltowne hamowanie,1
956,332,2001-01-10 00:00:01,21:13,305,Parking w niedozwolonym miejscu,1
957,415,2001-01-29 00:00:01,16:26,208,Niedostosowanie sie do znaku nakazu/zakazu,1
958,881,2001-03-30 00:00:01,18:06,894,Gwaltowne hamowanie,1
959,928,2001-03-29 00:00:01,13:39,186,Gwaltowne hamowanie,1
960,876,2001-03-16 00:00:01,04:53,98,Parking w niedozwolonym miejscu,1
961,907,2001-03-26 00:00:01,08:28,765,Parking w niedozwolonym miejscu,1
962,257,2001-01-25 00:00:01,13:56,516,Gwaltowne hamowanie,1
963,249,2001-03-30 00:00:01,11:58,938,Jazda na zbyt wysokich obrotach,2000
964,771,2001-01-14 00:00:01,21:33,759,Jazda na zbyt wysokich obrotach,2000
965,695,2001-04-12 00:00:01,23:06,953,Nieprzepisowa zmiana pasa ruchu,1
966,571,2001-01-02 00:00:01,16:11,934,Nieprzepisowa zmiana pasa ruchu,1
967,366,2001-05-18 00:00:01,23:01,935,Nieprzepisowa zmiana pasa ruchu,1
968,779,2001-04-17 00:00:01,09:08,73,Niedostosowanie sie do znaku nakazu/zakazu,1
969,616,2001-05-24 00:00:01,10:00,667,Jazda na zbyt wysokich obrotach,3000
970,520,2001-04-03 00:00:01,16:47,865,Gwaltowne hamowanie,1
971,591,2001-04-11 00:00:01,00:12,8,Przekroczenie predkosci,30
972,970,2001-05-15 00:00:01,11:49,348,Niedostosowanie sie do znaku nakazu/zakazu,1
973,227,2001-01-18 00:00:01,18:15,655,Parking w niedozwolonym miejscu,1
974,754,2001-03-06 00:00:01,02:55,46,Gwaltowne hamowanie,1
975,82,2001-03-20 00:00:01,14:26,378,Gwaltowne hamowanie,1
976,342,2001-02-16 00:00:01,19:43,446,Niedostosowanie sie do znaku nakazu/zakazu,1
977,637,2001-06-02 00:00:01,22:05,914,Gwaltowne hamowanie,1
978,733,2001-05-13 00:00:01,08:42,833,Niedostosowanie sie do znaku nakazu/zakazu,1
979,951,2001-04-10 00:00:01,01:23,392,Nieprzepisowa zmiana pasa ruchu,1
980,889,2001-03-18 00:00:01,21:34,58,Nieprzepisowa zmiana pasa ruchu,1
981,531,2001-03-01 00:00:01,00:51,851,Parking w niedozwolonym miejscu,1
982,479,2001-05-10 00:00:01,20:50,725,Gwaltowne hamowanie,1
983,222,2001-04-15 00:00:01,03:13,542,Nieprzepisowa zmiana pasa ruchu,1
984,153,2001-04-21 00:00:01,04:31,488,Parking w niedozwolonym miejscu,1
